12-19 10:54:49.941 12891 13116 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:00:42.111 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.116 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.123 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.128 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.136 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.140 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.147 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.152 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.160 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.165 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.172 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.176 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.184 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.189 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.196 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 163.0, Blue = 269.0
12-19 11:00:42.200 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.212 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.217 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.224 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.229 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.236 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.240 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.247 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.251 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.259 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.263 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.271 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.275 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.283 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.287 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.294 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 177.0, Blue = 303.0
12-19 11:00:42.299 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.312 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.316 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.323 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.327 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.334 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.338 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.345 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.349 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.355 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.359 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.366 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.369 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.377 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.381 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.388 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.393 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.400 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 305.0
12-19 11:00:42.404 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.415 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 143.0, Blue = 269.0
12-19 11:00:42.421 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.429 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 143.0, Blue = 269.0
12-19 11:00:42.436 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.443 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 143.0, Blue = 269.0
12-19 11:00:42.448 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.456 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 143.0, Blue = 269.0
12-19 11:00:42.461 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.469 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 143.0, Blue = 269.0
12-19 11:00:42.474 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.482 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 143.0, Blue = 269.0
12-19 11:00:42.486 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.494 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 143.0, Blue = 269.0
12-19 11:00:42.498 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.510 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 269.0
12-19 11:00:42.515 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.521 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 303.0
12-19 11:00:42.526 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.532 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 303.0
12-19 11:00:42.537 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.545 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 303.0
12-19 11:00:42.550 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.557 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 303.0
12-19 11:00:42.566 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.573 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 303.0
12-19 11:00:42.587 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.594 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 303.0
12-19 11:00:42.598 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.604 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 303.0
12-19 11:00:42.609 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.620 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.624 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.631 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.635 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.642 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.647 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.654 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.658 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.667 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.670 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.680 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.685 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.693 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.697 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.703 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 185.0, Blue = 316.0
12-19 11:00:42.707 15589 15801 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.40), FR (0.40), BL (0.40), BR (0.40)
12-19 11:00:42.718 15589 15801 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 300.0, Blue = 173.0
12-19 11:00:42.780 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 12, FR = 15, BL = 18, BR = 20
12-19 11:00:42.783 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.60, FR = 0.60, BL = -0.60, BR = 0.60
12-19 11:00:42.798 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 19, FR = 26, BL = 27, BR = 32
12-19 11:00:42.800 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.60, FR = 0.60, BL = -0.60, BR = 0.60
12-19 11:00:42.814 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 15, FR = 41, BL = 23, BR = 46
12-19 11:00:42.815 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.60, FR = 0.60, BL = -0.60, BR = 0.60
12-19 11:00:42.828 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 8, FR = 60, BL = 9, BR = 64
12-19 11:00:42.829 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.60, FR = 0.60, BL = -0.60, BR = 0.60
12-19 11:00:42.845 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 2, FR = 79, BL = 7, BR = 82
12-19 11:00:42.847 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.60, FR = 0.60, BL = -0.60, BR = 0.60
12-19 11:00:42.860 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 17, FR = 102, BL = 25, BR = 104
12-19 11:00:42.861 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.64, FR = 0.00, BL = -0.64, BR = 0.00
12-19 11:00:42.876 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 34, FR = 124, BL = 41, BR = 124
12-19 11:00:42.877 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.64, FR = 0.00, BL = -0.64, BR = 0.00
12-19 11:00:42.888 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 47, FR = 136, BL = 55, BR = 137
12-19 11:00:42.889 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.63, FR = 0.00, BL = -0.63, BR = 0.00
12-19 11:00:42.902 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 59, FR = 147, BL = 72, BR = 146
12-19 11:00:42.903 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.59, FR = 0.00, BL = -0.59, BR = 0.00
12-19 11:00:42.915 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 73, FR = 158, BL = 89, BR = 153
12-19 11:00:42.917 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.57, FR = 0.00, BL = -0.57, BR = 0.00
12-19 11:00:42.929 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 89, FR = 169, BL = 106, BR = 160
12-19 11:00:42.930 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.56, FR = 0.00, BL = -0.56, BR = 0.00
12-19 11:00:42.940 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 103, FR = 178, BL = 121, BR = 165
12-19 11:00:42.941 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.53, FR = 0.00, BL = -0.53, BR = 0.00
12-19 11:00:42.954 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 113, FR = 186, BL = 136, BR = 170
12-19 11:00:42.955 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:411): Powers: FL = -0.51, FR = 0.00, BL = -0.51, BR = 0.01
12-19 11:00:42.968 15589 15801 I global  :  RENO - ChassisWith4Motors.rotate(ChassisWith4Motors.java:409): Positions: FL = 125, FR = 196, BL = 153, BR = 174
